GO_term,description,source,sink,avg_pvalue,avg_pvalue_adj,avg_qvalue
APP,BACE1,GO:0071287,cellular response to manganese ion,0.000852649428495685,0.00702646459006752,0.00470546823490382
CLU,AKT1,GO:0043217,myelin maintenance,0.00435094534626705,0.0251652071206218,0.0168525837158917
MC1R,RDX,GO:0010737,protein kinase A signaling,0.0680394336570113,0.17092479797262,0.114464564235395
HSPA5,ANKH,GO:1902074,response to salt,0.455383845738699,0.629677100017675,0.421680854489449
PARK7,CDK5,GO:0046825,regulation of protein export from nucleus,0.0492267947051776,0.135373685439238,0.0906567689214068
MECOM,GSTP1,GO:0032873,negative regulation of stress-activated MAPK cascade,0.636007238476563,0.732259066209298,0.490377732869934
HTR2C,HTR6,GO:0098664,G protein-coupled serotonin receptor signaling pathway,0.0680394336570113,0.17092479797262,0.114464564235395
TAP2,HLA-C,GO:0019885,antigen processing and presentation of endogenous peptide antigen via MHC class I,0.00331336061107796,0.020370833555525,0.0136418975695876
AUP1,EDEM2,GO:0030970,retrograde protein transport ER to cytosol,0.108563491611547,0.238040292503415,0.159410329425893
RYR2,HCN1,GO:0086015,SA node cell action potential,0.0363778686858402,0.108788497230048,0.0728532552149381
NCK2,PMAIP1,GO:1902237,positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,0.128990064060952,0.265639335558287,0.177892799342843
PARP1,ANK3,GO:1904181,positive regulation of membrane depolarization,0.000196052512469743,0.002214416884141,0.00148294610662231
CD36,NOS3,GO:0019430,removal of superoxide radicals,0.054344946293367,0.146701092073381,0.0982424831049156
NRXN1,SHISA6,GO:0001941,postsynaptic membrane organization,0.0825006479745693,0.196217757344922,0.131402700814254
NOTCH1,CYP7B1,GO:0060740,prostate gland epithelium morphogenesis,0.0791304324606602,0.190352113336619,0.127474608499189
MSX2,INSIG1,GO:0097094,craniofacial suture morphogenesis,0.317834974957327,0.480378111342835,0.321698617376093
RBCK1,TNF,GO:0070266,necroptotic process,0.164942373626622,0.312399689978337,0.209207176517307
SPI1,SIRT2,GO:0045814,negative regulation of gene expression epigenetic,0.710438287024646,0.78042386860328,0.522632637850979
JMJD1C,KDM1B,GO:0070076,histone lysine demethylation,0.260805782332514,0.418216447393715,0.280070323176074
CLU,SOD1,GO:0043217,myelin maintenance,0.00435094534626705,0.0251652071206218,0.0168525837158917
FYN,PARK7,GO:1903427,negative regulation of reactive oxygen species biosynthetic process,0.0070834968205077,0.0354234921575177,0.0237223307653447
SYNGAP1,ADGRB3,GO:0099558,maintenance of synapse structure,0.0471770700875902,0.131515841719353,0.0880732561396295
TGFB2,SLC6A3,GO:0042416,dopamine biosynthetic process,0.000553525213254686,0.00507744891188784,0.00340025545748969
PLPP4,CACNA1G,GO:0070509,calcium ion import,0.37769538107563,0.546074538210377,0.365694064276784
POSTN,LPL,GO:0031670,cellular response to nutrient,0.125029329746913,0.263747022607441,0.176625559130278
BLOC1S3,HPS1,GO:0060155,platelet dense granule organization,0.0620662637882844,0.16120823405098,0.107957595858963
PLAU,PRNP,GO:0010955,negative regulation of protein processing,0.108563491611547,0.238040292503415,0.159410329425893
VPS13B,EPG5,GO:0032456,endocytic recycling,0.643468529864037,0.737347152779365,0.493785112132293
CTHRC1,KCNQ1,GO:0090102,cochlea development,0.622533455469495,0.723630489843739,0.484599365743745
NOTCH4,COL18A1,GO:0001886,endothelial cell morphogenesis,0.00528219094557074,0.0288903504778155,0.0193472299939809
TP53,SERPINE1,GO:0090399,replicative senescence,0.00331336061107796,0.020370833555525,0.0136418975695876
MMP9,HBEGF,GO:0051549,positive regulation of keratinocyte migration,0.00528219094557074,0.0288903504778155,0.0193472299939809
SNCA,SLC4A8,GO:0001956,positive regulation of neurotransmitter secretion,0.101996775409744,0.226762061770683,0.151857547258058
SEL1L,VCP,GO:0030970,retrograde protein transport ER to cytosol,0.108563491611547,0.238040292503415,0.159410329425893
RBCK1,TP53,GO:0070266,necroptotic process,0.164942373626622,0.312399689978337,0.209207176517307
APOC2,NR1H3,GO:0045723,positive regulation of fatty acid biosynthetic process,0.054344946293367,0.146701092073381,0.0982424831049156
SRSF12,CELF1,GO:0006376,mRNA splice site selection,0.622533455469495,0.723630489843739,0.484599365743745
ERN1,IDE,GO:1901142,insulin metabolic process,0.174282133752023,0.323032838919184,0.216327961648551
RYR2,DSG2,GO:0098911,regulation of ventricular cardiac muscle cell action potential,0.00528219094557074,0.0288903504778155,0.0193472299939809
TSPO,CRHR1,GO:0035933,glucocorticoid secretion,0.00528219094557074,0.0288903504778155,0.0193472299939809
G6PD,BIN1,GO:1902514,regulation of calcium ion transmembrane transport via high voltage-gated calcium channel,0.0197115407857904,0.0738697207776114,0.0494689214162716
PRICKLE1,IL18,GO:0045662,negative regulation of myoblast differentiation,0.0186708153280529,0.0713898360403373,0.0478081973483013
NOTCH3,NRP1,GO:0061437,renal system vasculature development,0.0437310247062749,0.124740262055248,0.0835358000016485
MAD1L1,CDK5RAP2,GO:0090231,regulation of spindle checkpoint,0.144904219000033,0.287468127598989,0.19251105952721
TRAF2,TARDBP,GO:0048255,mRNA stabilization,0.344637459748621,0.51119055664852,0.342333031848283
BCL2,BCL11A,GO:1903429,regulation of cell maturation,0.00881986541200165,0.041501936527663,0.0277929307854145
FUS,MSH2,GO:0045911,positive regulation of DNA recombination,0.484222241910769,0.644172910267575,0.431388378635591
HAVCR2,TRAIP,GO:0032480,negative regulation of type I interferon production,0.061381639276811,0.160419390592233,0.107429324807446
CREB3L1,IL6,GO:0010712,regulation of collagen metabolic process,0.15452346949339,0.296275393440564,0.198409091051124
PIP4K2A,CLDN18,GO:0098751,bone cell development,0.246864721128654,0.399099093988084,0.267267853593748
ABCC2,ATP7B,GO:0046618,xenobiotic export from cell,0.243390609140602,0.399099093988084,0.267267853593748
RDX,RAPGEF2,GO:0032486,Rap protein signal transduction,0.00125740754547563,0.00951801945151053,0.00637400752742555
PLPP4,PEMT,GO:0001835,blastocyst hatching,0.226174629106114,0.38068102004272,0.25493367603018
TNIP1,PARK7,GO:0090085,regulation of protein deubiquitination,0.0286039492507729,0.0937459059380528,0.0627795638744619
FAS,SOD2,GO:0055093,response to hyperoxia,0.129999096096003,0.26576791629058,0.17797890702099
RYR2,RYR3,GO:0031000,response to caffeine,0.0547889763815444,0.146701092073381,0.0982424831049156
LIPG,APOC2,GO:0010984,regulation of lipoprotein particle clearance,0.061381639276811,0.160419390592233,0.107429324807446
PKHD1,SPRY2,GO:0051294,establishment of spindle orientation,0.10696746497827,0.236032999068816,0.158066089321419
CAMK4,GLI2,GO:0033081,regulation of T cell differentiation in thymus,0.0884467888302084,0.205975942160881,0.137937541784879
IL34,INPP5D,GO:0030224,monocyte differentiation,0.075080617955479,0.183719060287371,0.123032599289068
CNTF,BCL2,GO:0010623,programmed cell death involved in cell development,0.0157383588187803,0.0623966258855306,0.0417856430223212
SRC,IGF1,GO:0032148,activation of protein kinase B activity,0.0437310247062749,0.124740262055248,0.0835358000016485
LRRK2,REEP3,GO:0007029,endoplasmic reticulum organization,0.939712578847742,0.950132958010859,0.636283068895725
NOTCH1,ROBO1,GO:0003184,pulmonary valve morphogenesis,0.00331336061107796,0.020370833555525,0.0136418975695876
P2RX7,CLDN18,GO:0045779,negative regulation of bone resorption,0.00246636519602111,0.0162612882078838,0.0108898257637243
GLI2,ABT1,GO:0021515,cell differentiation in spinal cord,0.392350542374632,0.562025946997286,0.376376370632511
TNF,ESR1,GO:1903799,negative regulation of miRNA maturation,0.00246636519602111,0.0162612882078838,0.0108898257637243
PTPRO,VEGFA,GO:1902667,regulation of axon guidance,0.00528219094557074,0.0288903504778155,0.0193472299939809
NDUFA9,ATP5PF,GO:0042776,proton motive force-driven mitochondrial ATP synthesis,0.621631900773432,0.723630489843739,0.484599365743745
PDHA1,SUCLG2,GO:0006099,tricarboxylic acid cycle,0.313778678001792,0.479212911015558,0.320918308437363
KDM4B,JMJD1C,GO:0033169,histone H3-K9 demethylation,0.221596543948859,0.376414066010509,0.252076191102874
PTK2B,CSF1R,GO:0010758,regulation of macrophage chemotaxis,0.0982641658746686,0.222488722113451,0.148995786018631
ADAM17,APOD,GO:2000404,regulation of T cell migration,0.197756158695495,0.349007360648242,0.233722525493029
MME,MSH2,GO:0010224,response to UV-B,0.0890140265647768,0.205975942160881,0.137937541784879
LEPR,PCK1,GO:0006094,gluconeogenesis,0.780077966881846,0.829008596383447,0.555168757593785
SORT1,SPRY2,GO:0048011,neurotrophin TRK receptor signaling pathway,0.0157383588187803,0.0623966258855306,0.0417856430223212
CHST1,ST3GAL1,GO:0018146,keratan sulfate biosynthetic process,0.26975425558295,0.42720147486357,0.286087397738565
FUT2,TP53,GO:0019320,hexose catabolic process,0.755124791535915,0.813635923043814,0.544874017592185
MC1R,FLT4,GO:0090036,regulation of protein kinase C signaling,0.00560063863233742,0.0300194230693286,0.020103344985548
ZDHHC19,ABCA1,GO:0006497,protein lipidation,0.736271103557248,0.799604793990336,0.535477680185987
CDK5,HOMER2,GO:0048148,behavioral response to cocaine,0.00964826347178884,0.0442349622314674,0.0296231777708766
CAMK1,PRKAA1,GO:1901985,positive regulation of protein acetylation,0.636007238476563,0.732259066209298,0.490377732869934
IL6,SHARPIN,GO:0030262,apoptotic nuclear changes,0.518017851555414,0.662954906179883,0.443966266707267
AKT1,GABBR1,GO:0032891,negative regulation of organic acid transport,0.0108291573008633,0.0479567768000515,0.0321155948327132
BCL2,CRHR1,GO:0042596,fear response,0.134553165732954,0.271779878438334,0.182004985364242
CDON,PRKAA1,GO:0048643,positive regulation of skeletal muscle tissue development,0.0070834968205077,0.0354234921575177,0.0237223307653447
PPARG,SOD2,GO:0010661,positive regulation of muscle cell apoptotic process,0.0680394336570113,0.17092479797262,0.114464564235395
PPARD,PRICKLE1,GO:0045662,negative regulation of myoblast differentiation,0.0186708153280529,0.0713898360403373,0.0478081973483013
ERCC1,ATF7IP,GO:0060260,regulation of transcription initiation by RNA polymerase II,0.421446166664102,0.592389161711863,0.39670994529408
TRAPPC6A,INSIG1,GO:0090114,COPII-coated vesicle budding,0.134553165732954,0.271779878438334,0.182004985364242
AKT1,HTRA2,GO:1902176,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,0.00560063863233742,0.0300194230693286,0.020103344985548
EIF2AK3,BACE1,GO:0071287,cellular response to manganese ion,0.000852649428495685,0.00702646459006752,0.00470546823490382
G3BP1,ATXN2L,GO:0034063,stress granule assembly,0.0295425265634473,0.0950260428903903,0.0636368433339024
AHCYL1,PTGS2,GO:1990776,response to angiotensin,0.0492267947051776,0.135373685439238,0.0906567689214068
NOTCH1,TGFB2,GO:0003184,pulmonary valve morphogenesis,0.00331336061107796,0.020370833555525,0.0136418975695876
PIK3CG,PIK3C2G,GO:0036092,phosphatidylinositol-3-phosphate biosynthetic process,0.0405683586718216,0.118235809554652,0.0791799117402518
CLN5,TMEM106B,GO:0007042,lysosomal lumen acidification,0.0405683586718216,0.118235809554652,0.0791799117402518
ARIH2,TRAF2,GO:0070534,protein K63-linked ubiquitination,0.293857352237274,0.454031171066816,0.304054653051422
SOD2,RAB38,GO:0050931,pigment cell differentiation,0.0825006479745693,0.196217757344922,0.131402700814254
PPARG,NOTCH1,GO:0010614,negative regulation of cardiac muscle hypertrophy,0.192230163035121,0.345580766779852,0.231427811217458
RNF6,UBR5,GO:0070936,protein K48-linked ubiquitination,0.633349743386721,0.730197514080584,0.488997156915709
LILRB2,TAPBPL,GO:0002577,regulation of antigen processing and presentation,0.0345210266223321,0.106062564822355,0.0710277584533052
PPARD,LRAT,GO:0033189,response to vitamin A,0.00331336061107796,0.020370833555525,0.0136418975695876
APOE,LRP8,GO:0060999,positive regulation of dendritic spine development,0.0825006479745693,0.196217757344922,0.131402700814254
MAF,EIF2AK3,GO:0140467,integrated stress response signaling,0.10696746497827,0.236032999068816,0.158066089321419
LMOD3,HIP1R,GO:0045010,actin nucleation,0.319126681339641,0.481097139651885,0.322180134762947
TNXB,AGT,GO:1903055,positive regulation of extracellular matrix organization,0.0884467888302084,0.205975942160881,0.137937541784879
UBE2I,REEP3,GO:0031468,nuclear membrane reassembly,0.209207991031638,0.363646908939428,0.243526307832571
NOTCH1,PPARD,GO:0045662,negative regulation of myoblast differentiation,0.0186708153280529,0.0713898360403373,0.0478081973483013
CLU,BCL2,GO:1902230,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage,0.296044238190574,0.455976182960194,0.305357184582534
ATG13,HTRA2,GO:0098780,response to mitochondrial depolarisation,0.0405683586718216,0.118235809554652,0.0791799117402518
SOD1,DLG2,GO:0008090,retrograde axonal transport,0.144904219000033,0.287468127598989,0.19251105952721
FYN,PAK2,GO:0002223,stimulatory C-type lectin receptor signaling pathway,0.0108291573008633,0.0479567768000515,0.0321155948327132
TMED10,SEC24B,GO:0035459,vesicle cargo loading,0.061381639276811,0.160419390592233,0.107429324807446
RHOA,LAMA1,GO:0090162,establishment of epithelial cell polarity,0.061381639276811,0.160419390592233,0.107429324807446
LMOD3,ADD2,GO:0051693,actin filament capping,0.486805685133636,0.646588492801964,0.433006040937686
ECE1,PLXNA4,GO:1902285,semaphorin-plexin signaling pathway involved in neuron projection guidance,0.00246636519602111,0.0162612882078838,0.0108898257637243
VIPR2,NCS1,GO:0051349,positive regulation of lyase activity,0.209161026137113,0.363646908939428,0.243526307832571
GSTO1,KCNQ1,GO:0045989,positive regulation of striated muscle contraction,0.245632995651731,0.399099093988084,0.267267853593748
ACE,NOS3,GO:0001990,regulation of systemic arterial blood pressure by hormone,0.0984520142459282,0.222488722113451,0.148995786018631
CLMN,BIN1,GO:0051647,nucleus localization,0.537803395341791,0.674156960572186,0.451468035261421
MC1R,RAPGEF2,GO:0006582,melanin metabolic process,0.0703320634949952,0.174822026292787,0.117074452014612
APOE,CHRNA2,GO:0007271,synaptic transmission cholinergic,0.0386210892145194,0.114083137278961,0.0763989587826508
MSX2,ROBO1,GO:0003148,outflow tract septum morphogenesis,0.0186708153280529,0.0713898360403373,0.0478081973483013
FTO,AICDA,GO:0080111,DNA demethylation,0.142136514987882,0.285240603256825,0.191019335645282
LIMK2,YAP1,GO:1902018,negative regulation of cilium assembly,0.101996775409744,0.226762061770683,0.151857547258058
CHRNA7,CHRM3,GO:0007271,synaptic transmission cholinergic,0.0386210892145194,0.114083137278961,0.0763989587826508
ATP5F1C,ATP5PF,GO:0042776,proton motive force-driven mitochondrial ATP synthesis,0.621631900773432,0.723630489843739,0.484599365743745
TACR3,RHOA,GO:0045987,positive regulation of smooth muscle contraction,0.0437310247062749,0.124740262055248,0.0835358000016485
VCP,PPARA,GO:2001171,positive regulation of ATP biosynthetic process,0.00964826347178884,0.0442349622314674,0.0296231777708766
AGRN,CHRM3,GO:0007213,G protein-coupled acetylcholine receptor signaling pathway,0.0290335206619672,0.0942111380423549,0.0630911195452533
ZCWPW1,PTTG1,GO:0045143,homologous chromosome segregation,0.383094531556553,0.553473501116745,0.370648986411646
OVOL2,TGFB2,GO:0061384,heart trabecula morphogenesis,0.142136514987882,0.285240603256825,0.191019335645282
EIF2AK3,IGF1,GO:0048009,insulin-like growth factor receptor signaling pathway,0.0902935518491075,0.208411621264863,0.139568662316022
TENM4,NIBAN2,GO:0040019,positive regulation of embryonic development,0.176233302734872,0.324405729917203,0.217247356444946
NOTCH1,CDK5,GO:0017158,regulation of calcium ion-dependent exocytosis,0.11583017086279,0.248882903573983,0.166671386721776
AHCYL1,SNAP25,GO:0140056,organelle localization by membrane tethering,0.622657108688409,0.723630489843739,0.484599365743745
RHOA,APOD,GO:2000404,regulation of T cell migration,0.197756158695495,0.349007360648242,0.233722525493029
