GO_term,description,source,sink,avg_pvalue,avg_pvalue_adj,avg_qvalue
Nek10,Flt4,GO:0003016,respiratory system process,0.0553322377834072,0.0968817508583723,0.0441490773379137
Pmaip1,Il6,GO:0045837,negative regulation of membrane potential,0.00115279696113705,0.00390022035749307,0.00177733297212585
Mbl2,Tbk1,GO:0002218,activation of innate immune response,0.0452677528545687,0.0809221926029253,0.0368762961850555
Ahcyl1,Abcb1b,GO:0070633,transepithelial transport,0.0124253363396125,0.0280837001482556,0.0127977605565018
Lims2,Nrp1,GO:1900026,positive regulation of substrate adhesion-dependent cell spreading,0.0110334455701005,0.0252911419904448,0.0115251899744524
Aph1b,Ctnna2,GO:0060134,prepulse inhibition,8.59935060787928e-05,0.000441398914135142,0.000201145774352399
Igf1,Prnp,GO:0046006,regulation of activated T cell proliferation,0.0136874152075154,0.0306469061043695,0.0139658151899787
Scarb1,Apoc2,GO:0034384,high-density lipoprotein particle clearance,2.79526587465721e-06,2.26689244713054e-05,1.03302437330436e-05
P2rx7,Cadps,GO:0048791,calcium ion-regulated exocytosis of neurotransmitter,0.000296925336629957,0.00126304061103788,0.000575568433926772
Psen2,Fgf10,GO:0048538,thymus development,0.0392172412750855,0.0718882661658152,0.0327595299891179
Sod1,Ush2a,GO:0001895,retina homeostasis,0.243515327061761,0.316765753632828,0.144350361458498
Chat,Erc2,GO:0007274,neuromuscular synaptic transmission,0.0014510838656689,0.00469699131207592,0.00214042201813107
Apoe,Ptk2b,GO:0051000,positive regulation of nitric-oxide synthase activity,8.59935060787928e-05,0.000441398914135142,0.000201145774352399
Trim9,Snap25,GO:0035493,SNARE complex assembly,0.00704604369279429,0.0178085183705126,0.00811535348863354
Ache,Bche,GO:0042135,neurotransmitter catabolic process,0.000101681597225435,0.000506714703908602,0.000230910222543585
Tnrc6c,Stk3,GO:0035162,embryonic hemopoiesis,0.0509800141280981,0.089608042454234,0.0408344436528023
Stau1,Ctnna2,GO:0099010,modification of postsynaptic structure,0.000787540042067357,0.00285662251622614,0.00130176475215089
Dpp4,Cntnap2,GO:0061744,motor behavior,0.0104015716660687,0.0242419806936999,0.0110470864841712
Prkaa1,Sorl1,GO:1904177,regulation of adipose tissue development,0.000120993913243698,0.000586355118027151,0.000267202411433557
Hsd11b1,Cyp21a1,GO:0006704,glucocorticoid biosynthetic process,0.00567609394845564,0.0148346822189987,0.0067601744060899
Sumo1,Bcl11a,GO:0016925,protein sumoylation,0.0136874152075154,0.0306469061043695,0.0139658151899787
Styx,Fbxl3,GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,0.0735826925319416,0.121220042610424,0.0552400528344737
Pparg,Rest,GO:1902894,negative regulation of miRNA transcription,0.000386787962902,0.00157692503948806,0.000718605773611847
Arntl,Hdac9,GO:2001014,regulation of skeletal muscle cell differentiation,0.0560635612807287,0.0970892402387619,0.0442436303844932
Ncstn,Psen1,GO:0031293,membrane protein intracellular domain proteolysis,0.00097278616313472,0.00336154771719223,0.00153185949703119
Rac1,Tlr2,GO:1902624,positive regulation of neutrophil migration,0.120609510899321,0.178675228399118,0.0814224186399532
Ern1,Abca7,GO:1900101,regulation of endoplasmic reticulum unfolded protein response,0.0788837910449651,0.128351338600546,0.058489789089217
Esr1,Htr2a,GO:1900274,regulation of phospholipase C activity,0.00601824920881534,0.015538922137515,0.0070810969983382
Cadps2,Unc13c,GO:1990504,dense core granule exocytosis,0.00097278616313472,0.00336154771719223,0.00153185949703119
Bmper,Vegfa,GO:1903672,positive regulation of sprouting angiogenesis,0.000296925336629957,0.00126304061103788,0.000575568433926772
Phb,Gli2,GO:0098586,cellular response to virus,0.413860627723467,0.482435208302569,0.219846040489286
Abca8a,Pemt,GO:0006686,sphingomyelin biosynthetic process,0.00140833844608936,0.00459090718945797,0.00209207941395341
Pip4k2a,Src,GO:0098751,bone cell development,0.120609510899321,0.178675228399118,0.0814224186399532
Pik3cg,Kras,GO:0035020,regulation of Rac protein signal transduction,0.0260515846611557,0.0516818045054168,0.0235514321722789
Vcp,Acot7,GO:0009166,nucleotide catabolic process,0.166266102051467,0.22986893526866,0.104751424399788
Il1rap,Fcer1g,GO:0032753,positive regulation of interleukin-4 production,0.00504684326727194,0.0134485115559317,0.00612849552678521
Rdx,Ptprn2,GO:0034260,negative regulation of GTPase activity,0.00247293409581153,0.00741137234022634,0.00337736723097682
Pik3cg,Gsk3b,GO:0097284,hepatocyte apoptotic process,0.000386787962902,0.00157692503948806,0.000718605773611847
Hcn1,Ntrk2,GO:0042462,eye photoreceptor cell development,0.0512284938494612,0.089991938857947,0.0410093854954827
Cd34,Homer2,GO:0032703,negative regulation of interleukin-2 production,0.0260515846611557,0.0516818045054168,0.0235514321722789
Kcnq1,Rhoa,GO:0045933,positive regulation of muscle contraction,0.0337070213421667,0.0634990628683877,0.0289365645503219
Lpxn,Dpp4,GO:0033628,regulation of cell adhesion mediated by integrin,0.0202699661758856,0.042152796234425,0.0192090568602902
Ccl22,F2,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,0.580629827772268,0.616147077875359,0.280778627054488
Mc1r,Rapgef2,GO:0006582,melanin metabolic process,0.105251457309221,0.160409975043466,0.0730989307193632
Trem1,Mbl2,GO:0051873,killing by host of symbiont cells,0.068746292014901,0.115370731466121,0.0525745179138582
Fermt2,Gli2,GO:2000648,positive regulation of stem cell proliferation,0.166266102051467,0.22986893526866,0.104751424399788
Pla2r1,P2rx7,GO:2000191,regulation of fatty acid transport,0.00526079729018184,0.0139194835463034,0.00634311777135332
Mecom,Dnmt3a,GO:0070828,heterochromatin organization,0.257573351245381,0.331807255101939,0.151204783532361
Cngb1,Ccdc66,GO:0050908,detection of light stimulus involved in visual perception,0.286649340691083,0.363704961635814,0.165740589297523
Fez1,Scfd1,GO:1902902,negative regulation of autophagosome assembly,0.0216994310122023,0.0443851997976865,0.0202263646266202
Il18,Itpkb,GO:0001781,neutrophil apoptotic process,0.000101681597225435,0.000506714703908602,0.000230910222543585
Cd34,Eif2ak2,GO:0071425,hematopoietic stem cell proliferation,0.00776644911718949,0.0193595160209826,0.00882214413408359
Ano4,P2rx7,GO:0017121,plasma membrane phospholipid scrambling,0.0708279613550622,0.117100925058024,0.053362968267219
Camkv,Ctnna2,GO:0099010,modification of postsynaptic structure,0.000787540042067357,0.00285662251622614,0.00130176475215089
Trappc6a,Insig1,GO:0090114,COPII-coated vesicle budding,0.0670134549667842,0.113877208397559,0.051893918473038
Pparg,Hfe,GO:0060393,regulation of pathway-restricted SMAD protein phosphorylation,0.0628141195957806,0.107689059232526,0.0490739748443871
Erbb4,Slc6a3,GO:0007595,lactation,0.0484988280685495,0.0860811049793206,0.039227215934823
Msx2,Heyl,GO:0003203,endocardial cushion morphogenesis,0.00526079729018184,0.0139194835463034,0.00634311777135332
Mapt,Akap9,GO:0031116,positive regulation of microtubule polymerization,0.0108702734890186,0.0249840963255669,0.0113852690638076
Sema3f,Egr2,GO:0021612,facial nerve structural organization,3.48467045943055e-05,0.000204267901074357,9.30850163450131e-05
Lmod3,Hip1r,GO:0045010,actin nucleation,0.0392172412750855,0.0718882661658152,0.0327595299891179
Abca2,Apoc1,GO:0032372,negative regulation of sterol transport,2.5990939466577e-05,0.000159217781686247,7.25556474254173e-05
Ahcyl1,Nr3c2,GO:0038166,angiotensin-activated signaling pathway,5.95526776692094e-05,0.000323139416002011,0.000147254843575819
Ppp3r1,Cdh1,GO:0099170,postsynaptic modulation of chemical synaptic transmission,0.00288063467220185,0.00839775865227866,0.00382686411960674
Ppard,Prickle1,GO:0045662,negative regulation of myoblast differentiation,0.0124253363396125,0.0280837001482556,0.0127977605565018
Abca7,F13a1,GO:0018149,peptide cross-linking,0.0366500008818577,0.0679388520492652,0.0309597793887607
Bcl2,Ngfr,GO:0031069,hair follicle morphogenesis,0.00457554961729879,0.0123409934472885,0.00562379879908976
Tnrc6c,Exoc4,GO:0001704,formation of primary germ layer,0.504853967506032,0.555330085558463,0.25306428381163
Kcnq1,Kdm1b,GO:0006349,regulation of gene expression by genomic imprinting,0.0104015716660687,0.0242419806936999,0.0110470864841712
Fat1,Amot,GO:0090162,establishment of epithelial cell polarity,0.0276131375048097,0.0540787395177638,0.0246437170277494
Col11a1,Tgfb2,GO:0030199,collagen fibril organization,0.12495091782065,0.18190981346548,0.0828964211738221
Ret,Serpine1,GO:0033628,regulation of cell adhesion mediated by integrin,0.0202699661758856,0.042152796234425,0.0192090568602902
Notch1,Wnt7b,GO:0060561,apoptotic process involved in morphogenesis,0.0108702734890186,0.0249840963255669,0.0113852690638076
Ide,Rhoa,GO:1903715,regulation of aerobic respiration,0.0201360008977621,0.0419033259294529,0.0190953730788748
Agt,Cacna1g,GO:0014829,vascular associated smooth muscle contraction,0.000975045419723595,0.00336154771719223,0.00153185949703119
Fcer1g,Il16,GO:0042119,neutrophil activation,0.00776644911718949,0.0193595160209826,0.00882214413408359
Bcl2,Trp53,GO:0002360,T cell lineage commitment,0.00247293409581153,0.00741137234022634,0.00337736723097682
Hmox1,Trf,GO:0071281,cellular response to iron ion,0.000101681597225435,0.000506714703908602,0.000230910222543585
Megf10,Abca7,GO:0043652,engulfment of apoptotic cell,0.00115279696113705,0.00390022035749307,0.00177733297212585
Snx9,Soat1,GO:0065005,protein-lipid complex assembly,0.000787540042067357,0.00285662251622614,0.00130176475215089
Gsk3b,Ank3,GO:0045838,positive regulation of membrane potential,0.000975045419723595,0.00336154771719223,0.00153185949703119
Kcnq1,Akap9,GO:0043268,positive regulation of potassium ion transport,0.0264249752407378,0.0519216929795849,0.0236607495071195
Fam47e,Kat8,GO:0031062,positive regulation of histone methylation,0.292784798652375,0.370939250621183,0.169037259527676
Arg2,St3gal1,GO:0070233,negative regulation of T cell apoptotic process,0.00208616854540982,0.00640293268937322,0.0029178206214072
Amot,Spry2,GO:0034260,negative regulation of GTPase activity,0.00247293409581153,0.00741137234022634,0.00337736723097682
Ppp3r1,Ghrl,GO:0099170,postsynaptic modulation of chemical synaptic transmission,0.00288063467220185,0.00839775865227866,0.00382686411960674
Plaur,Trp53,GO:0090200,positive regulation of release of cytochrome c from mitochondria,0.00174685629875519,0.00549103726263119,0.00250226927801564
Map4,Yap1,GO:0120033,negative regulation of plasma membrane bounded cell projection assembly,0.0201360008977621,0.0419033259294529,0.0190953730788748
Trpm1,P2rx7,GO:0060402,calcium ion transport into cytosol,0.00340490572476616,0.00972122028173257,0.00442996645121032
Tnxb,Tgfb2,GO:1903055,positive regulation of extracellular matrix organization,0.0014510838656689,0.00469699131207592,0.00214042201813107
Apoe,Mtmr2,GO:2000644,regulation of receptor catabolic process,0.0216994310122023,0.0443851997976865,0.0202263646266202
Slc11a2,G6pdx,GO:0048821,erythrocyte development,0.0184564572026534,0.0387721643937806,0.017668500715699
Ace,Il6,GO:0031100,animal organ regeneration,0.0295436425380546,0.0574086690228106,0.0261611680847913
Setd7,Mthfr,GO:0070828,heterochromatin organization,0.257573351245381,0.331807255101939,0.151204783532361
Bloc1s3,Sod2,GO:0050931,pigment cell differentiation,0.00776644911718949,0.0193595160209826,0.00882214413408359
Ager,Picalm,GO:1902959,regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process,2.79526587465721e-06,2.26689244713054e-05,1.03302437330436e-05
Pid1,Trp53,GO:0045980,negative regulation of nucleotide metabolic process,0.00597225186898746,0.0154735616605584,0.00705131218616838
Cntf,Lrp1,GO:0048680,positive regulation of axon regeneration,0.000238676980433955,0.00104727399405955,0.000477243445210972
Grn,Necab1,GO:0001835,blastocyst hatching,0.0304483787030412,0.0589561781099002,0.0268663689896234
Arg2,Hfe,GO:0046636,negative regulation of alpha-beta T cell activation,0.136215991550778,0.196021329509835,0.089327048280347
Fas,Park7,GO:2001267,regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,8.59935060787928e-05,0.000441398914135142,0.000201145774352399
Sirt2,Gsg1l,GO:0099149,regulation of postsynaptic neurotransmitter receptor internalization,0.000386787962902,0.00157692503948806,0.000718605773611847
Ptn,Sema3a,GO:0140059,dendrite arborization,0.000159221289094111,0.00074740346292412,0.000340592247713388
Heyl,Igf1,GO:0060765,regulation of androgen receptor signaling pathway,0.000787540042067357,0.00285662251622614,0.00130176475215089
Arid1b,Ercc8,GO:2000819,regulation of nucleotide-excision repair,0.134542320195891,0.194126274438864,0.0884634704429667
Tspo,Yap1,GO:0009595,detection of biotic stimulus,0.00601824920881534,0.015538922137515,0.0070810969983382
Cyp2d22,Cyp21a1,GO:0008207,C21-steroid hormone metabolic process,0.0435732048375838,0.0781497245888339,0.035612880694661
Lrp1,Wnt3,GO:0048672,positive regulation of collateral sprouting,9.61809023555503e-06,6.71695099880943e-05,3.06091897074533e-05
Trem2,Hfe,GO:0002577,regulation of antigen processing and presentation,0.0124079411907271,0.0280837001482556,0.0127977605565018
Gsk3b,Trp53,GO:0006983,ER overload response,0.00196350162697614,0.00606107963122133,0.00276203795884351
Hspa5,Fkbp5,GO:0061077,chaperone-mediated protein folding,0.151935270564429,0.214111748134708,0.0975708638995785
Ccl12,Myo16,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,0.0981271487223247,0.150858203211691,0.0687461820378124
Park7,Cat,GO:0061687,detoxification of inorganic compound,0.00816074974271046,0.0198908594279102,0.00906427767272836
Aicda,Mapk1,GO:0072527,pyrimidine-containing compound metabolic process,0.243515327061761,0.316765753632828,0.144350361458498
Spi1,Esr1,GO:0071168,protein localization to chromatin,0.0435732048375838,0.0781497245888339,0.035612880694661
Ngf,Bcl2,GO:1903431,positive regulation of cell maturation,0.00097278616313472,0.00336154771719223,0.00153185949703119
Pparg,Abcd2,GO:0046321,positive regulation of fatty acid oxidation,0.00187450118627052,0.00585842798946688,0.00266968947292946
Ptpro,Uts2r,GO:0001977,renal system process involved in regulation of blood volume,0.0312714954832356,0.059681090710193,0.0271967121365009
Apoc2,Abcd2,GO:0045723,positive regulation of fatty acid biosynthetic process,0.00597225186898746,0.0154735616605584,0.00705131218616838
Tlr4,Havcr2,GO:0032689,negative regulation of interferon-gamma production,0.00876544909514296,0.0209593339330526,0.00955118220472924
Gabbr1,Slc6a3,GO:0015872,dopamine transport,0.0484988280685495,0.0860811049793206,0.039227215934823
Notch1,Tspo,GO:0060253,negative regulation of glial cell proliferation,0.00233849408322363,0.00705082472951809,0.00321306544856551
Cd36,Sumo1,GO:0046823,negative regulation of nucleocytoplasmic transport,0.000975045419723595,0.00336154771719223,0.00153185949703119
Esr2,Tgfb2,GO:0060065,uterus development,0.00504684326727194,0.0134485115559317,0.00612849552678521
Wdr81,App,GO:0043551,regulation of phosphatidylinositol 3-kinase activity,0.0334598967041381,0.0631129788131947,0.0287606257934287
Aicda,Ercc1,GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,0.118579910341308,0.176279374911259,0.0803306266359007
Ppp3r1,Ahnak,GO:1901385,regulation of voltage-gated calcium channel activity,0.0184564572026534,0.0387721643937806,0.017668500715699
Ryr2,Casp3,GO:0071312,cellular response to alkaloid,0.144868458146408,0.204441811366718,0.0931642673791788
Havcr2,Tyrobp,GO:0002281,macrophage activation involved in immune response,0.000166405518829655,0.000777468407646751,0.000354292862720438
Egr2,Sumo1,GO:0016925,protein sumoylation,0.0136874152075154,0.0306469061043695,0.0139658151899787
H2-Q10,H2-Q2,GO:0002476,antigen processing and presentation of endogenous peptide antigen via MHC class Ib,0.00340490572476616,0.00972122028173257,0.00442996645121032
Ahcyl1,Agt,GO:0038166,angiotensin-activated signaling pathway,5.95526776692094e-05,0.000323139416002011,0.000147254843575819
Cd36,Tcf7l2,GO:0090208,positive regulation of triglyceride metabolic process,0.00208616854540982,0.00640293268937322,0.0029178206214072
Jam2,Add2,GO:0050901,leukocyte tethering or rolling,0.0789837894846804,0.128351338600546,0.058489789089217
Pparg,Mmp12,GO:0045824,negative regulation of innate immune response,0.17314931187977,0.237030794053161,0.108015088139954
Csf1r,Cd2ap,GO:2000249,regulation of actin cytoskeleton reorganization,0.00876544909514296,0.0209593339330526,0.00955118220472924
